"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"82","237.7746811802129","99.871664883037","0.08984375","0.09375","0.0859375","1560","0.00025511697549988346","32","0.00025511697549988346","0","0.00025511697549988346","0.00025511697549988346","81:0.002124289365615678;83:0.002627427703585039;73:0.00200083854585012","81:68;83:68;73:88","81:0.0023106731781009915;83:0.014732624240893749;73:0.0018536192947399555","0.08984375","Yes"
"83","113.81774085812361","79.79521794067361","0.019775390625","0.01025390625","0.029296875","1560","0.00034119019459425033","32","0.00034119019459425033","0","0.00034119019459425033","0.00034119019459425033","82:0.002627427703585039;84:0.0032917277440555615","82:68;84:108","82:0.014732624240893749;84:0.005902135025703664","0.019775390625","Yes"
"84","47.943491957250245","51.951898568002754","0.033935546875","0.056640625","0.01123046875","1560","0.0008939188767807375","32","0.0008939188767807375","0","0.0008939188767807375","0.0008939188767807375","93:0.011690755148871163;83:0.0032917277440555615","93:68;83:108;85:88","93:0.006344007220799919;83:0.005902135025703664","0.033935546875","Yes"
"85","2.731844128777271","6.189156256412227","0.0341796875","0.05517578125","0.01318359375","1560","0.004104571069283581","32","0.004104571069283581","0","0.004104571069283581","0.004104571069283581","86:0.0357066053066806","86:68;84:88","86:0.027744446987154642","0.0341796875","Yes"
"86","200.25240224610877","104.88345941201227","0.24462890625","0.4208984375","0.068359375","1560","0.0002051827280912313","32","0.0002051827280912313","0","0.0002051827280912313","0.0002051827280912313","85:0.0357066053066806;74:0.0019528682242978546;87:0.0015481629017819465","85:68;74:68;87:68","85:0.027744446987154642;74:0.001501546635135964;87:0.0023911272848060883","0.24462890625","Yes"
"87","287.6780985479243","253.74079074899873","0.006103515625","0.00341796875","0.0087890625","1560","0.0002038938612712361","32","0.0002038938612712361","0","0.0002038938612712361","0.0002038938612712361","86:0.0015481629017819465;88:0.003456705015547984","86:68;88:68","86:0.0023911272848060883;88:0.001849931026583318","0.006103515625","Yes"
"88","272.18644634871873","322.0113440462601","0.108642578125","0.1064453125","0.11083984375","1560","0.00018686340493515437","32","0.00018686340493515437","0","0.00018686340493515437","0.00018686340493515437","94:0.0035690302106663185;87:0.003456705015547984;89:0.00409059043112564","94:76;87:68;89:68","94:0.004509412645894301;87:0.001849931026583318;89:0.0035844673021565854","0.108642578125","Yes"
"89","204.52535094743916","169.73193280625534","0.07763671875","0.068359375","0.0869140625","1560","0.00032796156964463283","32","0.00032796156964463283","0","0.00032796156964463283","0.00032796156964463283","90:0.0021958538752956946;88:0.00409059043112564","90:68;88:68","90:0.0022550497408308223;88:0.0035844673021565854","0.07763671875","Yes"
"90","240.92047860170072","256.53613480943295","0.029296875","0.01318359375","0.04541015625","1560","0.00046613080142734786","32","0.00046613080142734786","0","0.00046613080142734786","0.00046613080142734786","75:0.0019410399573964177;89:0.0021958538752956946","75:88;89:68","75:0.002074354704340947;89:0.0022550497408308223","0.029296875","Yes"
"91","190.8166748108318","98.31975141292462","0.015869140625","0.0087890625","0.02294921875","1560","0.00030161217472690865","32","0.00030161217472690865","0","0.00030161217472690865","0.00030161217472690865","95:0.004149167993530656;76:0.003810857332985168","95:148;76:68","95:0.004051106841568869;76:0.0036219374616465183","0.015869140625","Yes"
"92","266.91794690854306","177.171089710298","0.00390625","0.00244140625","0.00537109375","1560","0.0005241616400562792","32","0.0005241616400562792","0","0.0005241616400562792","0.0005241616400562792","99:0.0017810591200766446;80:0.00119558596109956","99:68;80:68","99:0.00196078185802126;80:0.001299004044987645","0.00390625","Yes"
"93","156.693705998422","108.42188483538293","0.015380859375","0.02294921875","0.0078125","1560","0.00023021469766841974","32","0.00023021469766841974","0","0.00023021469766841974","0.00023021469766841974","84:0.011690755148871163;103:0.003932141424084573","84:68;103:68","84:0.006344007220799919;103:0.002056052330773661","0.015380859375","Yes"
"94","138.32210563155422","124.0498968760647","0.017822265625","0.01806640625","0.017578125","1560","0.000391384222109547","32","0.000391384222109547","0","0.000391384222109547","0.000391384222109547","88:0.0035690302106663185;107:0.001860326110503796","88:76;107:104","88:0.004509412645894301;107:0.004231769056705442","0.017822265625","Yes"
"95","140.87708376777442","177.18271199266712","0.016357421875","0.0107421875","0.02197265625","1560","0.0004764497513123333","32","0.0004764497513123333","0","0.0004764497513123333","0.0004764497513123333","91:0.004149167993530656;96:0.002052058646882987","91:148;96:68","91:0.004051106841568869;96:0.0023650140978109246","0.016357421875","Yes"
"96","214.40978609783792","161.63866121047582","0.008544921875","0.0087890625","0.00830078125","1560","0.00016511489839658546","32","0.00016511489839658546","0","0.00016511489839658546","0.00016511489839658546","97:0.005251700799276254;95:0.002052058646882987","97:68;95:68","97:0.006702840233923396;95:0.0023650140978109246","0.008544921875","Yes"
"97","145.69936837439184","112.51908152636699","0.1162109375","0.0888671875","0.1435546875","1560","0.00022940130082068667","32","0.00022940130082068667","0","0.00022940130082068667","0.00022940130082068667","96:0.005251700799276254;110:0.00486095400226913;98:0.004324152893370681","96:68;110:88;98:68","96:0.006702840233923396;110:0.00265878634301836;98:0.00411452703365231","0.1162109375","Yes"
"98","235.4939400705885","115.0328432158331","0.016845703125","0.02294921875","0.0107421875","1560","0.00030779952336620897","32","0.00030779952336620897","0","0.00030779952336620897","0.00030779952336620897","97:0.004324152893370681;99:0.0029694472981437736","97:68;99:68","97:0.00411452703365231;99:0.003581074575621873","0.016845703125","Yes"
"99","164.02507903159687","128.45675617849218","0.037353515625","0.0302734375","0.04443359375","1560","0.00015775364953929597","32","0.00015775364953929597","0","0.00015775364953929597","0.00015775364953929597","100:0.002461253067216451;92:0.0017810591200766446;98:0.0029694472981437736","100:68;92:68;98:68","100:0.0032642813724023945;92:0.00196078185802126;98:0.003581074575621873","0.037353515625","Yes"
"100","175.4379808720302","140.94605789607056","0.04052734375","0.02685546875","0.05419921875","1560","0.00028010666996002915","32","0.00028010666996002915","0","0.00028010666996002915","0.00028010666996002915","99:0.002461253067216451;101:0.002553258833872224","99:68;101:88","99:0.0032642813724023945;101:0.0029666482196153976","0.04052734375","Yes"
"101","215.27452817669442","97.86723395364443","0.049072265625","0.05322265625","0.044921875","1560","0.00016976253807652616","32","0.00016976253807652616","0","0.00016976253807652616","0.00016976253807652616","100:0.002553258833872224;102:0.0021102209785622827;111:0.0031355164860102647","100:88;102:68;111:108","100:0.0029666482196153976;102:0.0019128680365258777;111:0.004410486871526592","0.049072265625","Yes"
"102","181.61813618208657","33.2785813941551","0.014892578125","0.00927734375","0.0205078125","1560","0.00035405261076282805","32","0.00035405261076282805","0","0.00035405261076282805","0.00035405261076282805","101:0.0021102209785622827;103:0.0020068628390683962","101:68;103:68","101:0.0019128680365258777;103:0.0019308702498832264","0.014892578125","Yes"
"103","217.12020705125337","71.50620208116699","0.042236328125","0.05029296875","0.0341796875","1560","0.00017689617902493543","32","0.00017689617902493543","0","0.00017689617902493543","0.00017689617902493543","104:0.01970112087278325;93:0.003932141424084573;102:0.0020068628390683962","104:68;93:68;102:68","104:0.007754023347634448;93:0.002056052330773661;102:0.0019308702498832264","0.042236328125","Yes"
"104","103.68163866516484","71.69358476591135","0.029296875","0.04296875","0.015625","1560","0.0024078570017491657","32","0.0024078570017491657","0","0.0024078570017491657","0.0024078570017491657","103:0.01970112087278325;105:0.01011016859637806","103:68;105:104","103:0.007754023347634448;105:0.008359284194110916","0.029296875","Yes"
"105","116.80629596604624","103.69332878219831","0.1220703125","0.1572265625","0.0869140625","1560","0.0016711924123037573","32","0.0016711924123037573","0","0.0016711924123037573","0.0016711924123037573","104:0.01011016859637806;106:0.0076369921868712776;112:0.004339405815470043","104:104;106:68;112:68","104:0.008359284194110916;106:0.005792166019971012;112:0.005364405563845959","0.1220703125","Yes"
"106","117.1712635127483","106.13122121003354","0.10302734375","0.13525390625","0.07080078125","1560","0.0012906391896417167","32","0.0012906391896417167","0","0.0012906391896417167","0.0012906391896417167","107:0.006208431984785129;105:0.0076369921868712776","107:68;105:68","107:0.00488098250035357;105:0.005792166019971012","0.10302734375","Yes"
"107","229.22700154321296","252.4468274558208","0.02197265625","0.0185546875","0.025390625","1560","0.0002407716699262012","32","0.0002407716699262012","0","0.0002407716699262012","0.0002407716699262012","106:0.006208431984785129;108:0.003047616319848484;94:0.001860326110503796","106:68;108:68;94:104","106:0.00488098250035357;108:0.002366461355441246;94:0.004231769056705442","0.02197265625","Yes"
"108","62.28855353027112","87.47208996963181","0.016357421875","0.0087890625","0.02392578125","1560","0.00033924774374799444","32","0.00033924774374799444","0","0.00033924774374799444","0.00033924774374799444","107:0.003047616319848484;109:0.002625885498661523","107:68;109:68","107:0.002366461355441246;109:0.002853121441940526","0.016357421875","Yes"
"109","268.59933259707924","306.6390663134854","0.07568359375","0.0537109375","0.09765625","1560","0.0003560997921423869","32","0.0003560997921423869","0","0.0003560997921423869","0.0003560997921423869","113:0.002763923910589383;108:0.002625885498661523","113:68;108:68","113:0.0027793538887958547;108:0.002853121441940526","0.07568359375","Yes"
"110","201.57770393983645","153.54561946966527","0.01611328125","0.015625","0.0166015625","1560","0.0005204128742157378","32","0.0005204128742157378","0","0.0005204128742157378","0.0005204128742157378","116:0.0015717063804042697;97:0.00486095400226913","116:80;97:88","116:0.002219908756402461;97:0.00265878634301836","0.01611328125","Yes"
"111","218.53070608713048","108.96479254460077","0.009765625","0.0068359375","0.0126953125","1560","0.00027327502868818455","32","0.00027327502868818455","0","0.00027327502868818455","0.00027327502868818455","120:0.004207301057177454;101:0.0031355164860102647","120:128;101:108","120:0.0038773442157374327;101:0.004410486871526592","0.009765625","Yes"
"112","249.73986607542173","182.6257564781515","0.019287109375","0.01123046875","0.02734375","1560","0.00030476260821600825","32","0.00030476260821600825","0","0.00030476260821600825","0.00030476260821600825","124:0.001168394033126019;105:0.004339405815470043","124:68;105:68","124:0.0011953794598485445;105:0.005364405563845959","0.019287109375","Yes"
"113","221.71151002861382","181.70794648223048","0.029541015625","0.03076171875","0.0283203125","1560","0.0020410012758794818","32","0.0020410012758794818","0","0.0020410012758794818","0.0020410012758794818","109:0.002763923910589383;128:0.0019117544073957993","109:68;128:68","109:0.0027793538887958547;128:0.0024067460311618383","0.029541015625","Yes"
"114","165.70315061416596","144.01117845302232","0.042236328125","0.0146484375","0.06982421875","1560","0.000191079583586299","32","0.000191079583586299","0","0.000191079583586299","0.000191079583586299","129:0.005313009194534368;115:0.0027960596332577137","129:68;115:104","129:0.004606574167434346;115:0.002841229347836066","0.042236328125","Yes"
"115","97.85152820491473","124.44216058711413","0.122802734375","0.099609375","0.14599609375","1560","0.0006226152570558382","64","0.0006226152570558382","0","0.0006226152570558382","0.0006226152570558382","114:0.0027960596332577137;116:0.0027769863748093315","114:104;116:136","114:0.002841229347836066;116:0.003504981856465139","0.122802734375","Yes"
"116","158.56150523690857","107.74608995760674","0.063232421875","0.05078125","0.07568359375","1560","0.00041465631830898405","32","0.00041465631830898405","0","0.00041465631830898405","0.00041465631830898405","110:0.0015717063804042697;115:0.0027769863748093315;117:0.03959214769699165","110:80;115:136;117:68","110:0.002219908756402461;115:0.003504981856465139;117:0.023442134827858174","0.063232421875","Yes"
"117","80.72106834688209","64.68632009488934","0.008544921875","0.01416015625","0.0029296875","1560","0.0004472432070612126","32","0.0004472432070612126","0","0.0004472432070612126","0.0004472432070612126","116:0.03959214769699165;118:0.020922204300241998","116:68;118:68","116:0.023442134827858174;118:0.007582260135802793","0.008544921875","Yes"
"118","231.55266158901603","210.90002435231938","0.09375","0.0791015625","0.1083984375","1560","0.0002402999080973092","32","0.0002402999080973092","0","0.0002402999080973092","0.0002402999080973092","119:0.003511699784288752;130:0.0023457934248295453;117:0.020922204300241998","119:68;130:68;117:68","119:0.004892717710850175;130:0.0017452511048521857;117:0.007582260135802793","0.09375","Yes"
"119","120.83376197816548","100.42590842017482","0.01220703125","0.013671875","0.0107421875","1560","0.000586224883463619","32","0.000586224883463619","0","0.000586224883463619","0.000586224883463619","118:0.003511699784288752;120:0.0022488074049407114","118:68;120:68","118:0.004892717710850175;120:0.0032936340112567353","0.01220703125","Yes"
"120","161.83722377353146","143.86052253875488","0.024658203125","0.01953125","0.02978515625","1560","0.00018479615996348922","32","0.00018479615996348922","0","0.00018479615996348922","0.00018479615996348922","119:0.0022488074049407114;121:0.0025527216542137188;111:0.004207301057177454","119:68;121:80;111:128","119:0.0032936340112567353;121:0.004309910017353424;111:0.0038773442157374327","0.024658203125","Yes"
"121","159.85064904108523","46.98928856943008","0.03125","0.0205078125","0.0419921875","1560","0.00022764456406358836","32","0.00022764456406358836","0","0.00022764456406358836","0.00022764456406358836","120:0.0025527216542137188;122:0.003996444968375645","120:80;122:68","120:0.004309910017353424;122:0.005198122854938952","0.03125","Yes"
"122","217.9455525249614","168.38492168812638","0.043212890625","0.04150390625","0.044921875","1560","0.00022593227513930457","32","0.00022593227513930457","0","0.00022593227513930457","0.00022593227513930457","131:0.0033994325568002803;121:0.003996444968375645;123:0.00899302144215175","131:68;121:68;123:68","131:0.0021540450046285964;121:0.005198122854938952;123:0.013695054261418899","0.043212890625","Yes"
"123","35.01512191896794","45.32391211836313","0.047607421875","0.07080078125","0.0244140625","1560","0.001037160653525733","32","0.001037160653525733","0","0.001037160653525733","0.001037160653525733","124:0.016312483673768752;122:0.00899302144215175","124:68;122:68","124:0.016439278083918207;122:0.013695054261418899","0.047607421875","Yes"
"124","205.3349442401751","145.0629092689152","0.08935546875","0.0927734375","0.0859375","1560","0.00018918703641687503","32","0.00018918703641687503","0","0.00018918703641687503","0.00018918703641687503","112:0.001168394033126019;123:0.016312483673768752;125:0.0017695954389808366","112:68;123:68;125:108","112:0.0011953794598485445;123:0.016439278083918207;125:0.0024053648571568387","0.08935546875","Yes"
"125","220.61459240556206","227.69295938365804","0.025634765625","0.03125","0.02001953125","1560","0.0001421324047512896","32","0.0001421324047512896","0","0.0001421324047512896","0.0001421324047512896","124:0.0017695954389808366;126:0.0018439410918154597","124:108;126:68","124:0.0024053648571568387;126:0.0016343855273392993","0.025634765625","Yes"
"126","147.34428776693244","171.5442378173357","0.069091796875","0.0654296875","0.07275390625","1560","0.00019991208728980132","32","0.00019991208728980132","0","0.00019991208728980132","0.00019991208728980132","132:0.0011512861213999193;127:0.00300846874747962;125:0.0018439410918154597","132:68;127:68;125:68","132:0.0014665722764762024;127:0.002751195105089921;125:0.0016343855273392993","0.069091796875","Yes"
"127","132.55464876943236","69.91521350550546","0.177734375","0.15576171875","0.19970703125","1560","0.0003590999865402816","32","0.0003590999865402816","0","0.0003590999865402816","0.0003590999865402816","126:0.00300846874747962;128:0.002816086061947831","126:68;128:68","126:0.002751195105089921;128:0.0021784864014930128","0.177734375","Yes"
"128","229.5826708163958","150.47473505185116","0.051513671875","0.03515625","0.06787109375","1560","0.00020917932262524757","32","0.00020917932262524757","0","0.00020917932262524757","0.00020917932262524757","113:0.0019117544073957993;127:0.002816086061947831","113:68;127:68","113:0.0024067460311618383;127:0.0021784864014930128","0.051513671875","Yes"
"129","227.15042451822998","109.9506179611529","0.0400390625","0.03271484375","0.04736328125","1560","0.0003155142632658312","32","0.0003155142632658312","0","0.0003155142632658312","0.0003155142632658312","114:0.005313009194534368","114:68","114:0.004606574167434346","0.0400390625","Yes"
"130","262.278524500564","253.857780629321","0.017333984375","0.01025390625","0.0244140625","1560","0.00034932308703841084","32","0.00034932308703841084","0","0.00034932308703841084","0.00034932308703841084","118:0.0023457934248295453","118:68","118:0.0017452511048521857","0.017333984375","Yes"
"131","223.17224427338246","127.31050716081639","0.0087890625","0.00390625","0.013671875","1560","0.0004163044766237174","32","0.0004163044766237174","0","0.0004163044766237174","0.0004163044766237174","122:0.0033994325568002803","122:68","122:0.0021540450046285964","0.0087890625","Yes"
"132","219.91204457433972","269.87783333529075","0.01123046875","0.0087890625","0.013671875","1560","0.00024086231693258033","32","0.00024086231693258033","0","0.00024086231693258033","0.00024086231693258033","126:0.0011512861213999193","126:68","126:0.0014665722764762024","0.01123046875","Yes"
